"p","e","flux inf","flux hor","flux L inf","flux L hor"
29.663417651123407,0.5281217896800092,5.974634184516127e-7,-1.258993568453509e-9,0.00008513017816881138,-1.3746385751078496e-7
29.908807184268028,0.5557920493062276,5.435935061643609e-7,-1.1530471937119692e-9,0.00007815418911296719,-1.2548108040455536e-7
30.098656932092506,0.577163859753386,5.008195939832005e-7,-1.0636210198494743e-9,0.00007271054756678899,-1.1605306854379921e-7
30.228035480338054,0.5917109761193029,4.711395819211045e-7,-9.989120613672097e-10,0.00006897892074845791,-1.09528364276427e-7
30.29357775121191,0.5990752001199384,4.559536789881949e-7,-9.650154931414616e-10,0.00006708241102818269,-1.0618920808456822e-7
20.549240927113026,0.0009247998800616108,3.526702557640845e-6,-8.64193340832064e-9,0.00032940202930874105,-8.071753508549615e-7
20.599706590352667,0.008289023880697022,3.492505921456931e-6,-8.532050357620193e-9,0.00032739364020980795,-7.997409051174958e-7
20.699572007594735,0.022836140246613956,3.4253681538295598e-6,-8.32144383970416e-9,0.0003233425362456267,-7.850024428896981e-7
20.84670385939248,0.04420795069377237,3.327742307128268e-6,-8.026981909151679e-9,0.00031719747487355353,-7.63250564047024e-7
21.03790456888851,0.07187821031999073,3.2031460564878483e-6,-7.670511896257002e-9,0.0003089204912445389,-7.349791067911548e-7
21.26893030860972,0.1051655855009449,3.0559402859454795e-6,-7.275302856317464e-9,0.00029852216330175196,-7.009172215389239e-7
21.534534817865282,0.14325043058521536,2.8910317017490486e-6,-6.8624268295670615e-9,0.0002860934218686602,-6.62029965061789e-7
21.82854758744894,0.18519497029047305,2.7135471413440006e-6,-6.448002743843807e-9,0.0002718270743995803,-6.194803822090465e-7
22.143990558861827,0.22996639084322837,2.528538956382758e-6,-6.042027776735804e-9,0.00025602485056947427,-5.745608092899105e-7
22.47323255214659,0.2764622712816465,2.3407505342591404e-6,-5.648988219437937e-9,0.0002390884587990561,-5.286105760729582e-7
22.808176391862002,0.32353772871835346,2.1543899137223453e-6,-5.26975768475998e-9,0.00022149381645266786,-4.829367950575707e-7
23.140470789508345,0.37003360915677164,1.972850392114368e-6,-4.903677473621064e-9,0.00020375026392291696,-4.387440132835191e-7
23.46173756454004,0.41480502970952693,1.7985441190637156e-6,-4.549623199645077e-9,0.000186357164235088,-3.970664937324669e-7
23.763804498956596,0.4567495694147846,1.6332549852859894e-6,-4.206131113638901e-9,0.0001697805279062642,-3.587085210883945e-7
24.03893464412593,0.4948344144990551,1.479103090410481e-6,-3.872681187339686e-9,0.00015446048414404734,-3.2424102083512826e-7
24.28004387461188,0.5281217896800092,1.3394859724408256e-6,-3.5535422960868476e-9,0.00014083046582086275,-2.9410843344783946e-7
